WNAM,FEM
"Mélida y Alinari, Enrique",
"Mellado, Federico",
"Mena, Alonso de",
"Mena, Juan Pascual de",
"Mena, Pedro de",
"Méndez Bringa, Narciso",
"Méndez y Andrés, José",
"Méndez, Sebastián",
"Mendieta, Francisco de",
"Mendoza y Moreno, Francisco de Paula de",
"Menéndez Pidal, Luis",
"Menéndez, Pedro Antonio",
"Meneses Osorio, Francisco",
"Mensa Salas, Manuel (or Manel)",
"Mensaque, Antonio",
"Mercadante de Bretaña, Lorenzo",
"Mercadé Fàbrega, Benet (or Benito)",
"Mercadé Queralt, Jaume (or Jaime)",
"Mercadé Villanueva, Lluís",
"Mercader Miret, Jaume (or Jaime)",
"Mercar, Antonio",
"Merediz, José A.",
"Merenciano Puchol, Francisco",
"Merino Martínez, Antonio",
"Merlo, Giraldo de",
"Mesa, Alonso de",
"Mesa, Gregorio de",
"Mesa, Juan de",
"Mesa, Juan de",
"Meseguer y Alvarez, Antonio",
"Mesquida, Guillermo",
"Mestre Castellví, Lluís (or Luis)",
"Mestre y Bosch, Juan (or Joan)",
"Mestres Borrell, Fèlix",
"Mestres Cabanes, Josep (or José)",
"Mestres Gimpera, Carles (or Carlos)",
"Mestres, Apel.les (or Apeles, or Apelles)",
"Miciano Becerra, Teodoro",
Miguel Manrique,
"Miguel Martínez, Antonio de",
"Miguel, Master",
"Milà i Fontanals, Pau (or Pablo)",
"Millà Rigol, Angel",
"Millán Ferriz, Emilio",
"Millán Velasco, Mariano",
"Millán, Francisco",
"Millán, Francisco",
"Millán, Pedro",
"Millas, Isidoro (or Isidro)",
"Mingo López, Carlos",
"Mingorance Navas, Juan Eugenio",
"Mingot, Teodosio (or Teodosi)",
"Minguet, Pablo",
"Minorca, School of, Anonymous Painters of",
"Minorca, School of, Anonymous Sculptors of",
"Mir Trinxet, Joaquim (or Joaquín)",
"Mirabent Gatell, Josep (or José)",
"Mirabent Soler, Antonio",
"Mirabent Soler, Francesc (or Francisco)",
"Mirado, F.",
"Miralles Darmanin, Enrique",
"Miralles Darmanin, José (or Josep)",
"Miralles Gacia, Nicolás",
"Miralles Gacia, Vicenç",
"Miralles Galaup, Francesc",
"Miralles Serrano, Obdulio",
"Miranda y Casellas, Fernando",
"Miranda y Rendón, Manuel",
"Miranda, Juan de",
"Miranda, Miguel de",
"Miranda, Rogelio",
"Miravalls Bové, Armand (or Armando)",
"Miret Aleu, Josep (or José)",
"Miret Baldé, Ramón",
Miró,
"Miró Argenter, Joaquím",
"Miró Lleó, Gaspar",
"Miró, Joan",
"Miseria, Fray Juan de la",
"Mitata, Lucas",
"Modolell Lluch, Francesc Xavier",
"Modolell Marqués, Enric (or Enrique)",
"Mòger, Gabriel",
"Mòger, Rafel (or Rafael)",
"Mohedano, Antonio",
"Mois, Rolan (or Roland, or Rolland) de",
"Moles i Corones, Pasqual (or Pascual) Pere",
"Molet, Salvador",
"Molina García de Arias, Jesús",
"Molina Sánchez, José Antonio",
"Molina Torres, Antonio",
"Molina y Mendoza, Jacinto de",
"Molina, Fray Manuel de",
"Molina, Antonio de",
"Molina, M.",
"Molina, Manuel de",
"Molinelli y Cano, Francisco",
"Molins de Mur, Lluís (or Luis)",
"Molins the Elder, Jaime (or Jayme)",
"Molins the Younger, Jaime (or Jayme)",
"Molner, Blas",
"Moltó Such, Antonio",
"Mombrú Ferrer, Joaquim (or Joaquín)",
"Mompou, Josep (or José)",
"Moncada Calvache, José",
"Monegro, Juan Bautista",
"Monero, Luis",
"Mongrell Torrent, José (or Josep)",
"Monguía, Juan de",
"Monguía, Nicolás de",
"Monjo, Enric (or Enrique)",
"Monleón y Torres, Rafael",
Monogrammist D.C.,
Monogrammist I.H.,
Monogrammist I.H.,
Monogrammist W.,
"Monreal, Alonso de",
"Monrós Julià, Alfred  (or Alfredo)",
"Monroy y Aguilera, Diego",
"Monsalve Caruz, Ramón",
"Monserdà Vidal, Enric (or Enrique)",
"Monsó, C.L.",
"Montalvo, Bartolomé (or Bartolomeo)",
"Montaña Cantó, Pablo",
"Montaña, Pere Pau (or Pedro Pablo, or Pere Paul)",
"Montané Mollfulleda, Lluís",
"Montañés, Bernardino",
"Montañes, José",
"Montano, Manuel",
"Monteagudo, Pedro",
"Montenegro Capel, José",
"Montero de Rojas, Juan",
"Montero y Calvo, Arturo",
"Montes de Oca, José (or Josef, or Joseph)",
"Montes Iturrioz, Gaspar",
"Montes, José Cecilio",
"Montflorit, Bernat (or Bernardo) de",
"Montoliu, Luís (or Luis)",
"Montoliu, Mateu (or Mateo)",
"Montoliu, Valentí (or Valentín)",
"Montserrat Portella, Josep (or José)",
"Monzón, Rafael (or Rafaelo) Juan de",
"Mora Cirujeda, Luis",
"Mora, Bernardo de",
"Mora, Diego de",
"Mora, Francisco de",
"Mora, Jerónimo (or Gerónimo) de",
"Mora, Jerónimo (or Gerónimo) de",
"Mora, José (or Josef) de",
"Moradell, Arcadi",
"Moragas  Torras, Tomàs",
"Moragas Botey, Salvador",
"Moragas Ricart, Miquel (or Miguel)",
"Moragues, Pere (or Pedro)",
Morales,
"Morales Marín, Miguel",
"Morales, Antón (or Antonio) de",
"Morales, Cristóbal de",
"Morales, Diego",
"Morales, Juan Antonio",
"Morales, Juan Bautista",
"Morales, Juan Francesco",
"Morales, Luis de",
"Morales, Sofía",
"Morán Cisneros, Santiago",
"Morán, Santiago",
"Morata Petit, Eusebio",
"Morató Brugaroles, Carles",
"Morató Brugaroles, Francesc",
"Morató Brugaroles, Pere",
"Morató Guerrero, Lluís (or Luis)",
"Morató Pujol, Joan Francesc (or Juan Francisco)",
"Morató Soler, Francesc (or Francisco)",
"Morató Soler, Jacint (or Jacinto)",
"Morcillo Raya, Gabriel",
"Moré Cors, Mariano",
"Moré de la Torre, Francisco",
"Moreira Ramírez, Gonzalo",
"Morel, Bartolomé",
"Morell Bellet, Faust (or Fausto)",
"Morell Macías, Josep (or José)",
"Morell y Orlandis, Fausto",
"Morelli, Victor",
"Moreno Carbonero, José",
"Moreno Gimeno, Manuel",
"Moreno Graciani, Carlos",
"Moreno Rodríguez, Enrique",
"Moreno Sastre, Segundo",
"Moreno Tejada, Juan",
"Moreno Villa, José",
"Moreno, Eloy",
"Moreno, José (or Josef, or Joseph)",
"Moreno, Juan (or Joan)",
"Moreno, Matías",
"Morera Galicia, Jaume (or Jaime)",
"Moret, Pedro de",
"Moreto, Jacinto",
"Moreto, Juan de",
"Moreto, Pedro",
"Moreu Gisbert, Carlos",
"Morey, Guillem (or Guillermo)",
"Morey, Pere (or Pedro)",
"Morillo Ferradas, José",
"Morlanes the Elder, Gil",
"Morlanes the Younger, Gil",
"Morón Luján, Francisco",
"Mosquera, Luis",
"Mota y Morales, Vicente",
"Moure, Francisco de",
"Moya Calvo, Victor",
"Moya Martí, Enric (or Enrique)",
"Moya, Cristóbal (or Cristófor)",
"Moya, Pedro de",
"Moyano, Antonio Valeriano",
"Mozarabic School, Anonymous Sculptors of",
"Mozos, Pedro",
"Mucientes, Manuel",
"Mudejar School, Anonymous Sculptors of",
"Mulet, Vicente",
"Mundina Milallave, Bernardo",
"Mundó, Ignasi (or Ignacio)",
"Muñiz Mendoza, Marcial",
"Muñoz Condado, Pedro",
"Muñoz Cuesta, Domingo",
"Muñoz de Ugena, Manuel",
"Muñoz Degrain, Antonio",
"Muñoz Díaz, Manuel",
"Muñoz Lucena, Tomás",
"Muñoz Melgosa, José María",
"Muñoz Morillejo, Joaquín",
"Muñoz Rubio, Ramón",
"Muñoz, Blas",
"Muñoz, Evaristo",
"Muñoz, Juan",
"Muñoz, Juan",
"Muñoz, M.",
"Muñoz, Pedro",
"Muñoz, Pedro",
"Muñoz, Salvador",
"Muñoz, Sebastián",
"Muntadas de Caparà, Maria",
"Muntané Muns, Lluís (or Luis)",
"Muntaner, Francisco",
"Muntaner, José",
"Muntaner, Juan I",
"Muntaner, Juan II",
"Muntaner, Juan III",
"Muntaner, Juan IV",
"Muntaner, Lorenzo",
"Muntaner, Lorenzo",
"Muntaner, Miguel",
"Mur, Ramón de",
"Mures, Alonso (or Alfonso)",
"Murguía de Castro, Ovidio",
"Murguía, José (or Josef)",
"Murillo Carreras, Rafael",
"Murillo Rams, Tomás",
"Murillo, Bartolomé Esteban",
"Nadal Ferragut, Jaume",
"Nadal Horrach, Ramón",
"Nadal, Carles (or Carlos)",
"Nadal, Miquel (or Miguel)",
"Nadales, Andrés (or Andrea) de",
"Nagusía, José de",
"Nájera, Andrés de",
"Narbona, Francisco",
"Nates, Juan de",
"Nava Riestra, Toribio de",
"Navarre, School of, Anonymous Painters of",
"Navarre, School of, Anonymous Sculptors of",
"Navarrete el Mudo, Juan Fernández",
"Navarrete y Fos, Ricardo María",
"Navarro Escuder, Pere (or Pedro)",
"Navarro Lloréns, José",
"Navarro Martín, Eduardo",
"Navarro Muñoz, Juan",
"Navarro Ramon, Joan (or Juan)",
"Navarro Romero, Vicente (or Vicenç, or Vicent)",
"Navarro y Cañizares, Miguel",
"Navarro, Agustín",
"Navarro, Juan Simón",
"Navarro, Román",
"Navarro, Vicente",
"Navas, Diego de",
Néstor (pseud.),
"Nestosa, Hernando de la",
"Net y Escofet, Antonio",
Nicolás Francés,
"Nicolás, Carlos",
"Nicolau Cotanda, Vicente",
"Nicolau Huguet, José",
"Nicolau, Dòmenec (or Domingo)",
"Nicolau, Pedro (or Pere)",
"Nido Navas, Antonio",
"Niebla, Policarpo",
"Nieto Nieto, Enric (or Enrique)",
"Nieto Ulibarri, Enrique",
"Nieto, Anselmo Miguel",
"Nin i Tudó, Josep (or José)",
"Niño de Guevara, Juan",
"Nisart, Pedro (or Pere)",
"Nobas, Rossend (or Rosendo)",
"Noble, Pedro",
"Nogales Hernández, José",
"Nogales Sevilla, José",
"Nogué Massó, José (or Josep)",
"Noguera Prat, Pilar",
"Nogués, Xavier (or Javier)",
"Nonell, Isidre (or Isidro)",
"Nuet Martí, Josep Maria (or José María)",
"Núñez Carnicer, Ramón",
"Núñez de Sepúlveda, Mateo",
"Núñez de Villavicencio, Pedro",
"Núñez del Valle, Pedro",
"Núñez Delgado, Gaspar",
"Núñez Fernández, Ramón",
"Núñez González, Constancio",
"Núñez Losada, Francisco",
"Núñez Miguez, José",
"Núñez, F.",
Nunnius,
"O'Neille y Rosiñol, Juan (or Joan)",
"Oates Coris, Jaime",
Obeco,
"Obiols Delgado, Gustau (or Gustavo)",
"Obiols Delgado, Mariano",
"Obiols Palau, Josep (or José)",
"Obrador, Pedro Juan (or Pere Joan)",
"Obray, Esteban de",
"Obregón the Elder, Pedro de",
"Obregón the Younger, Pedro de",
"Obregón, Diego de",
"Obregón, Marcos de",
"Ocampo, Andrés de",
"Ocampo, Francisco de",
"Ochoa Blanco, Gabriel",
"Ochoa de Arranotegui, Juan",
Ochoa de Arteaga,
"Ochoa y Madrazo, Rafael (or Raphael) de",
"Ochoa, Enrique",
"Ocón Toribio, Adolfo",
"Ocón y Rivas, Emilio",
"Odena Daura, Isidre (or Isidro)",
"Ojeda y Siles, Manuel",
"Olaria, Federico (or Frederico)",
"Olasagasti, Jesús",
"Olave, Jacinto",
"Oliva Rodrigo, Eugenio",
"Olivé Busquets, Domènec (or Domingo)",
"Olivé Cabré, Ceferí (or Ceferino)",
"Olivé Font, Jacint or Jacinto",
"Oliver Aznar, Mariano",
"Oliver Crespo, Federico",
"Oliver Mauprivez, Amado",
"Oliver, Juan",
"Oliveras Guart, Angel",
"Olives, Francesc (or Francisco)",
"Olivet Legarés, Josep (or José)",
"Ollé Pinell, Antoni (or Antonio)",
"Oller, Pere (or Pedro)",
"Olleros Quintana, Blas (or Bias)",
"Olot, School of, Anonymous Painters of",
"Olot, School of, Anonymous Sculptors of",
"Oms, Gaspar",
"Oms, Manuel",
"Oña, School of, Anonymous Painters of",
"Oña, School of, Anonymous Sculptors of",
"Oñate, Julián",
"Opisso Cardona, Alfred (or Alfredo)",
"Opisso Sala, Ricard (or Ricardo)",
"Ordóñez, Bartolomé",
"Orduna Lafuente, Fructuoso",
"Orient, José (or Josef, or Joseph)",
"Orliens, Juan Miguel",
"Orliens, Miguel",
"Oroz Lacalle, Leandro",
"Orozco, Eugenio de",
"Orozco, Mateo de",
"Orrente, Pedro",
"Orta, Bernardo de",
"Orta, Diego de",
"Ortega Muñoz, Godofredo (or Godolfredo)",
"Ortego Vereda, Francisco Javier",
"Ortells López, José (or Josep)",
"Ortí Vitales, Marcelli (or Marcelino)",
"Ortiz Birasel, José",
"Ortiz Comellas, Nieves",
"Ortiz de Vargas, Luis",
"Ortiz Echagüe, Antonio",
"Ortiz Fernández, Juan",
"Ortiz Gamundi, José",
"Ortiz the Elder I, Juan",
"Ortiz the Elder II, Juan",
"Ortiz, Luis",
"Ortiz, Pablo",
"Ortoneda, Bernardo (or Bernat)",
"Ortoneda, Cristóbal (or Cristòfol, or Cristòfor)",
"Ortoneda, Mateu (or Mateo)",
"Ortoneda, Pascual (or Pascasi, or Pasqual)",
"Oscáriz, Ramón de",
"Oslé Sáenz de Medrano, Llucià (or Luciano)",
"Oslé Sáenz de Medrano, Miquel (or Miguel)",
"Osmundo Gómez, Gabriel",
"Osona, Francesc d' (or Francisco de)",
"Osona, Rodrigo de (or Roderic d')",
"Ostiza, Esteban de",
"Ostiza, Martín de",
"Osuna, Manuel",
"Oteiza, Jorge de",
"Otermín y García Bustamante, Agustín",
"Otero Camps, Jaume (or Jaime)",
"Oviedo the Elder, Juan de",
"Oviedo y de la Bandera, Juan de",
"Oviedo, School of, Anonymous Painters of",
"Oviedo, School of, Anonymous Sculptors of",
"Ozores, Jaime",
"Pablo, Pedro",
"Pacheco, Francisco",
"Padilla Lara, Juan",
"Padró Pedret, Ramon",
"Padró Pedret, Tomàs",
"Padró Pijoan, Ramon",
"Pagès Cabañeras, Francesc (or Francisco)",
"Pagès López, Enric (or Enrique)",
"Pagès Serratosa, Francesc (or Francisco)",
"Pagniucci Zumel, José",
"Palà Bofill, Eveli (or Evelio)",
"Palacio de Azaña, Fernando",
"Palacio y Freire Duarte, Manuel del",
"Palacio, José del",
"Palacios, Francisco de",
"Palao Ortubia, Luis",
"Palau Buxó, Joan (or Juan) de",
"Palau Oller, Josep (or José)",
"Palau Romero, Genaro",
"Palau, Josep (or José)",
"Palazuelo, Pablo",
"Palencia Alvarez Tubau, Ceferino",
"Palencia Ubanell, Gabriel",
"Palencia, Benjamín",
"Palencia, Gaspar de",
"Palencia, School of, Anonymous Painters of",
"Palencia, School of, Anonymous Sculptors of",
"Palet Batiste, Joan (or Juan)",
"Pallarés Allustante, Joaquín",
"Pallarès Torruella, Lluís (or Luis)",
"Palmarola Romeu, Ramon",
"Palmaroli González, Vicente (or Vincente)",
"Palmaroli, Cayetano (or Gaetano)",
"Palmeiro, José",
"Palmero de Gregorio, Alfredo",
"Palmerola, Ignasi (or Ignacio)",
"Palomino de Castro y Velasco, Acisclo Antonio",
"Palomino, Juan Bernabé",
"Palomo Anaya, Antonio",
"Pamplona, Pedro de",
"Panach Ballester, Felipe",
"Pancorbo, Francisco",
"Pantoja de la Cruz, Juan",
"Pantorba, Bernardino de (pseud.)",
"Panyó, Joan Carles (or Juan Carlos)",
"Parada Justel, Ramón",
"Parada Santín, José",
"Páramo López, Salvador",
"Parcerisa, Francisco Javier (or Francesc Xavier)",
"Pardo Galindo, Victoriano",
"Pardo, Gregorio",
"Paredes, Vicente García de",
"Pareja, Juan de",
"Parera Munté, Francesc (or Francisco)",
"Parera Romero, Josep (or José)",
"Parera Saurina, Antoni (or Antonio)",
"Paret y Alcázar, Luis",
"Parladé, Andrés (Conde de Aguiar)",
"Parra Abril, Miguel",
"Parra de Lanvin, Angeles",
"Parra Piquer, José Felipe",
"Parra, Ginés (pseud.)",
"Párraga Macorra, Ciriaco",
"Pascó Mensa, Josep (or José)",
"Pascual Bosom, Camilo",
"Pascual Gimeno, Juan (or Joan)",
"Pascual Monturiol, Eduard (or Eduardo)",
"Pascual Ribera, Alfredo (or Alfred)",
"Pascual Rodés, Iu (or Ivo)",
"Pascual Valls, José",
"Pascual y Abad, Antonio",
"Pastor Barón, Jaime",
"Pastor Juliá, Damián",
"Pastor Juliá, Modesto (or Modest)",
"Pastor Valsero, Dionisio",
"Pastor, Francesc",
"Paternina García-Cid, Enrique (or Enric)",
"Pausas Coll, Francesc (or Francisco)",
"Pay, Pedro",
"Paz, Pedro de",
"Pedragosa Torres, Joan (or Juan)",
"Pedraza Ostos, José",
Pedro de Toledo,
Pedro el Mudo,
"Peinado, Joaquín",
"Peiró Arcas, Juan",
Peláez,
"Pelayo Fernández, Eduardo",
"Pelegrí Clariana, Josep (or José)",
"Pelegrín, Santiago",
"Pelfort Planell, Joan (or Juan)",
"Peliguet, Tomás",
"Pellicer Feñé, Josep Lluís (or José Luis)",
"Pellicer Galeote, Rafael",
"Pellicer Rouvière, Carles (or Carlos)",
"Peña Muñoz, Maximino",
"Peña, Polonia de",
"Penagos, Rafael de",
"Peñalosa, Juan de",
"Peñaranda, Miguel de",
"Peolí, Juan Jorge",
"Perales, Juan",
"Peralta del Campo, Francisco",
"Peralta, Pedro de",
"Perandreu, Joan de",
"Perceval, Jesús de",
"Perdigón, Jesús María",
"Pere, Antonio van de",
"Perea y Rojas, Alfredo",
"Pereda y Gil Machón, Federico",
"Pereda, Antonio de",
"Pereda, Franz",
"Pereda, Juan de",
"Pereda, Sebastián de",
"Pereira, Manuel",
"Pereira, Vasco",
Peresejo (pseud.),
"Pérez Comendador, Enrique",
"Pérez de Aibar, Miguel",
"Pérez de Alesio, Mateo",
"Pérez de Arrieta, Pedro",
"Pérez de Carrión, Antón",
"Pérez de Castro, Mariano",
"Pérez de Castro, Pedro",
"Pérez de Pineda, Francisco",
"Pérez de Valluerca, Eusebio",
"Pérez de Villamayor, Juan",
"Pérez de Villoldo, Alvar (or Albar)",
"Pérez del Camino, Fernando",
"Pérez del Valle, Francisco",
"Pérez Galdós, Benito",
"Pérez García, Angel",
"Pérez Gil, José",
"Pérez Lizano, Julio",
"Pérez Martínez, Manuel",
"Pérez Martínez, Tomás (or Thomas)",
"Pérez Mateo, Francisco",
"Pérez Ortiz, José",
"Pérez Pizarro, Francisco",
"Pérez Ripoll, Julio",
"Pérez Rubio, Antonio",
"Pérez Rubio, Timoteo",
"Pérez Sierra, Francisco",
"Pérez Siguimboscum, José",
"Pérez Torres, Miguel",
"Pérez Vicente, Enrique",
"Pérez Villaamil, Jenaro (or Genaro)",
"Pérez Villaamil, Juan",
"Pérez y Martínez, Silvestre",
"Pérez, Alonso (or Alonzo)",
"Pérez, Alvino",
"Pérez, Andrés",
"Pérez, Antón (or Antonio)",
"Pérez, Antonio",
"Pérez, Bartolomé",
"Pérez, Bernardo",
"Pérez, Juan (or Joan)",
"Pérez, Pedro",
"Perich Fuster, Emilio",
"Pericot Garcia, Joan (or Juan)",
"Peris Brell, Julio",
"Peris, Antonio (or Antón)",
"Peris, Gonzalo (or Gonçal)",
"Peris, R.",
"Perles, Joan (or Juan)",
"Pernicharo, Pablo",
"Perpignan, School of, Anonymous Painters of",
"Perpignan, School of, Anonymous Sculptors of",
"Perrín Baulíes, Josep (or José)",
"Perrín, Miguel (or Michel)",
"Pertús, Miguel",
"Pertús, Pedro",
"Pertús, Rafael",
"Pesquera, Diego de",
Petrus,
Petrus Deustamben,
"Peyró Mezquita, Antonio",
"Peyró Urrea, Juan (or Joan)",
"Peytaví, Antoni (or Antonio)",
"Pi y Margall, Joaquim (or Joaquín)",
"Piasca, Juan de",
"Picardo, Juan",
"Picardo, León",
"Picart, Pierres (or Pedro)",
"Picasso, Pablo",
"Pichot Gironès, Ramon",
"Picó Martí, Josep (or José)",
"Picó Ribera, Hernán",
"Pico, José",
"Picó, Mariano",
"Picola Hernández, Gonzalo",
"Pícolo López, Manuel",
"Pidelaserra Brias, Marià (or Marian, or Mariano)",
"Pieltain Bartolí, Luis",
"Pieltain, Ricardo",
"Pierres, Master",
"Pigem Ras, Manuel",
"Pignatelli y Moncayo, Vicente",
"Pillar, Francisco",
"Pimentel, Jacinto",
"Pina, Juan Laureano",
"Pinazo Camarlench, Ignacio (or Ignasi)",
"Pinazo de Fernández Longoria, Marisa",
"Pinazo Martínez, Ignacio (or Ignasi)",
"Pinazo Martínez, José",
"Pineda, Bernardo Simón de",
"Pineda, González",
"Pinelo Llull, José",
"Pinelo Yañez, José",
"Pinet Pàmies, Enric",
"Pinilla, Juan de",
"Pinilla, Marcos de",
"Pino Sardá, Miguel Angel del",
"Piñole, Nicanor",
"Pinós Palà, Joan (or Juan)",
"Pinto, Aquilino",
"Pinto, J.",
"Pintor, Arnau",
"Pintor, Arnau (or Arnaud)",
"Piqué Iserte, José",
"Piquer Duart, José (or Josep)",
"Piquer, José I",
"Piquer, José II",
"Piquet Catulí, Josep  (or José)",
"Pizarro, Antón (or Antonio)",
"Pizarro, Cecilio (or Cecillio)",
"Pla Durán, Francesc (or Francisco)",
"Pla Gallardo, Cecilio",
"Pla Pallejà, Jaume (or Jaime)",
"Pla Rubió, Alberto (or Albert)",
"Pla y Bo, Salvador",
"Planas Dòria, Francesc d'Assís (or Francisco de Asis)",
"Planas Franquesa, Eusebi (or Eusebio)",
"Planas Guasch, Fernando",
"Planella Conxelló, Bonaventura (or Buenaventura)",
"Planella Conxelló, Gabriel",
"Planella Conxelló, Joaquim (or Joaquín)",
"Planella Conxelló, Ramon",
"Planella Coromina, Josep (or José)",
"Planella Rodríguez, Joan (or Juan)",
"Planells, Angel",
"Planes Peñalver, José",
"Planes, Luis Antonio",
"Plans Sola, Josep (or José)",
Plarencio,
"Plasencia Maestre, Casto",
"Plasencia, Antonio (or Antón) de",
"Poal, Romeu (or Romeo, or Romeus) des",
"Polanco y Crespo, Victoriano",
"Polanco, Francisco",
"Polanco, Miguel",
"Poleró y Toledo, Vicente",
"Poles, Francisco",
"Polo the Elder, Diego",
"Polo the Younger, Diego",
"Pompey Salgueiro, Francisco",
"Ponce de León, Dávila",
"Ponce Puente, José",
"Ponce, Antonio",
"Poncela Ontoria de Jardiel, Marcelina",
"Pons Arnau, Francisco (or Francesc)",
"Pons, Juan",
"Pontons, Pablo",
"Ponzano Gascón, Ponciano",
"Ponzano y Mur, Luis",
"Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)",
"Porset y Martínez, Emilio",
"Porta, Felipe I",
"Porta, Felipe II",
"Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)",
"Porta, Pablo (or Pau)",
"Portela de la Llera, Francisco",
"Posada Moreno, Francisco",
"Potau Torre de Mer, Artur (or Arturo)",
"Pou Bosch, María",
"Pou, Miguel",
"Pous Palau, Antoni (or Antonio)",
"Poveda Juan, Vicente",
"Poy Dalmau, Emilio",
"Poy Dalmau, Manuel",
"Pozo y la Orden, Julián",
"Pozo, Pedro del",
"Pradell Pujol, Damià (or Damián)",
"Pradilla Ortiz, Francisco",
"Prado Mariño, Melchor",
"Prado, Blas de",
"Prado, Mateo de",
"Prado, Miguel (or Miquel) del",
"Prado, Tomás de",
"Prat Ubach, Pere (or Pedro)",
"Pratginestós de Bonaparte, Eduard (or Eduardo)",
"Prats y Velasco, Francisco",
"Praves, Diego de",
"Preboste, Francisco",
"Preciado de la Vega, Francisco",
"Preciado, José",
"Prevosti Casanova, Antoni (Or Antonio)",
"Prieto Coussent, Benito",
"Prieto Muñoz, Gregorio",
"Prieto Nespereira, Julio",
"Prieto Santos, Francisco",
"Prim Guytó, Josep Maria (or José María)",
"Pruna Ocerans, Pere (or Pedro)",
"Puebla Tolín, Dióscoro (or Dióscolo, or Dióscono) Teófilo de la",
"Pueyo Matanza, José",
"Puga, Antonio",
"Puget Viñas, Narciso (or Narcís)",
"Puig Perucho, Bonaventura (or Buenaventura)",
"Puig Roda, Gabriel",
"Puig, Ramon",
"Puig, V.",
"Puigdengolas Barella, Josep (or José)",
"Pujadas Badía, Miquel (or Miguel)",
"Pujol Gustavino, Climent (or Clemente)",
"Pujol Ripoll, Josep (or José)",
"Pujol the Elder, Agustí (or Agustín)",
"Pujol the Younger, Agustí (or Agustín)",
"Pulido Fernández, Ramón (or Rémon)",
"Quadra, Nicolas Antonio de la",
"Querol Eloy, Jaume (or Jaime)",
"Querol Subirats, Agustí (or Agustín)",
"Quesada, Augusto Manuel",
"Quijano, Jerónimo (or Gerónimo)",
"Quintana Montoto, Sócrates",
"Quintanilla, Luis",
"Quiroga Losada, Manuel",
"Quirós, Antonio",
"Quirós, Lorenzo de",
"Rada, Andrés de",
"Ràfols Cullerès, Albert (or Alberto)",
"Ràfols Fontanals, Josep Francesc (or José Francisco)",
Raimundo de Monforte,
Raimundo de San Saturnino,
"Ram, Domingo",
"Rambla, Domingo de la",
"Ramírez de Arellano [the Elder], Juan",
"Ramírez de Arellano, Cristóbal",
"Ramírez de Arellano, José",
"Ramírez de Arellano, Juan",
"Ramírez de Arellano, (Fray) Manuel",
"Ramírez Ibáñez, Manuel",
"Ramírez, Antonio",
"Ramírez, Cristóbal",
"Ramírez, Cristóbal",
"Ramírez, Felipe",
"Ramírez, Juan",
"Ramírez, Juan",
"Ramis, Juli (or Julio)",
"Ramonet, José",
"Ramos Artal, Manuel",
"Ramos López, Máximo",
"Ramos, Francisco Javier (or Xavier)",
"Rapatez, J.",
"Raurich Petre, Nicolau (or Nicolás)",
"Rebarter Gasulla, Josep",
"Rebull, Joan (or Juan)",
"Recio Gil, Enrique",
"Redondillo, Isidoro de",
"Regidor Gómez, Santiago",
"Regoyos, Darío de",
"Reig Corominas, Ramon",
"Reina, Francisco",
"Reinés, Antoni (or Antonio)",
"Reixach, Joan (or Juan)",
"Renart Bosch, Dionís (or Dionisio)",
"Renart García, Dionís (or Dionisio)",
"Renart García, Joaquim (or Joaquín)",
"Renau Montoro, José (or Josep)",
"Renau Torrent, Vicente",
"Renau, Josep (or José)",
"Renom de Gárate, Miquel (or Miguel)",
"Reolid, Juan de",
"Requena the Elder, Gaspar",
"Requena the Elder, Vicente",
"Requena the Younger, Gaspar",
"Requena the Younger, Vicente",
"Requena, Miguel",
"Revuelta, Rafael",
"Rey Padilla, Sebastián",
"Rey, Miguel del",
"Reyes Barroso, Alonso",
"Reyna Manescau, Antonio María de",
"Reynés Gurguí, Josep (or José)",
"Riancho, Agustín",
"Riba Bracons, Antoni (or Antonio)",
"Riba Rovira, Francesc (or Francisco)",
"Ribalta, Enrique",
"Ribalta, Francisco",
"Ribalta, Juan",
"Ribas Bertran, Marian (or Marià, or Mariano)",
"Ribas Montenegro, Federico (or Frederico)",
"Ribas Oliver, Antonio (or Antoni)",
"Ribas Prats, Antoni (or Antonio)",
"Ribas Rius, Ramon",
"Ribas, Felipe de",
"Ribas, Francisco Dionisio de",
"Ribed y Andriani, Alberto",
"Ribelles y Helip, José",
"Ribera Blázquez, José",
"Ribera Cirera, Romà (or Román)",
"Ribera Gómez, Francisco",
"Ribera Sanchis, Carlos",
"Ribera y Fernández, Juan Antonio",
"Ribera y Fievée, Carlos Luis de",
"Ribera, José (or Josef, or Jusepe) de",
"Ribera, Juan Vicente de",
"Ribero, G.",
"Ribes, Francesc (or Francisco)",
"Ribó, Segimon (or Segismundo)",
"Ribot Deu, Josep (or José)",
"Ricart Nin, Enric Cristòfol (or Enric Cristòfor, or Enrique Cristóbal)",
"Ricart Serra, Manuel",
"Richart Montesinos, Fernando",
"Rico Cejudo, José",
"Rico Ortega, Bernardo",
"Rico Ortega, Martín",
"Ridaura Casademont, Carles",
"Ridaura Gonsalvez, Lorenzo",
"Ridaura, Agustín",
"Riera Modolell, Isidro (or Isidre)",
"Riera Rojas, Roc (or Roque)",
"Riera Sicart, Juan",
"Ries, Ignacio de",
"Rigalt Cortiella, Agustí (or Agustín)",
