RN,FRECN,ALT,authority,search,authimport
1444,745,"Copín, Master","Copín de Holanda [the Elder], Diego","Copín, Master;  Copín de Holanda [the Elder], Diego","Copín de Holanda [the Elder], Diego"
1445,746,"Corral de Villalpando, Jerónimo","Corral, Jerónimo del","Corral de Villalpando, Jerónimo;  Corral, Jerónimo del","Corral, Jerónimo del"
1446,746,"Villalpando, Jerónimo Corral de*","Corral, Jerónimo del","Villalpando, Jerónimo Corral de*;  Corral, Jerónimo del","Corral, Jerónimo del"
1447,747,"Corral de Villalpando, Juan del","Corral, Juan del","Corral de Villalpando, Juan del;  Corral, Juan del","Corral, Juan del"
1448,747,"Villalpando, Juan del Corral de*","Corral, Juan del","Villalpando, Juan del Corral de*;  Corral, Juan del","Corral, Juan del"
1449,749,"Jiménez, Diego","Jiménez I, Diego","Jiménez, Diego;  Jiménez I, Diego","Jiménez I, Diego"
1450,751,Alemán,"Fernández Alemán, Jorge","Alemán;  Fernández Alemán, Jorge","Fernández Alemán, Jorge"
1451,751,"Fernández, Jorge","Fernández Alemán, Jorge","Fernández, Jorge;  Fernández Alemán, Jorge","Fernández Alemán, Jorge"
1452,753,"Corral, Ruy Díaz del (or de)","Corral, Ruy del","Corral, Ruy Díaz del (or de);  Corral, Ruy del","Corral, Ruy del"
1453,753,"Corral, Ruy Díez del (or de)","Corral, Ruy del","Corral, Ruy Díez del (or de);  Corral, Ruy del","Corral, Ruy del"
1454,753,"Corral de (or del) Villalpando, Ruy","Corral, Ruy del","Corral de (or del) Villalpando, Ruy;  Corral, Ruy del","Corral, Ruy del"
1455,753,"Díaz del Corral, Ruy","Corral, Ruy del","Díaz del Corral, Ruy;  Corral, Ruy del","Corral, Ruy del"
1456,753,"Díez del Corral, Ruy","Corral, Ruy del","Díez del Corral, Ruy;  Corral, Ruy del","Corral, Ruy del"
1457,753,"Villalpando, Ruy Corral de*","Corral, Ruy del","Villalpando, Ruy Corral de*;  Corral, Ruy del","Corral, Ruy del"
1458,754,"Alcántara, Manuel Guerrero de*","Guerrero de Alcántara, Manuel","Alcántara, Manuel Guerrero de*;  Guerrero de Alcántara, Manuel","Guerrero de Alcántara, Manuel"
1459,754,"Guerrero, Manuel","Guerrero de Alcántara, Manuel","Guerrero, Manuel;  Guerrero de Alcántara, Manuel","Guerrero de Alcántara, Manuel"
1460,755,"Fernández de Segovia, Bartolomé","Fernández, Bartolomé","Fernández de Segovia, Bartolomé;  Fernández, Bartolomé","Fernández, Bartolomé"
1461,756,Donoso,"Jiménez Donoso, José","Donoso;  Jiménez Donoso, José","Jiménez Donoso, José"
1462,756,"Donoso, José (or Josef)","Jiménez Donoso, José","Donoso, José (or Josef);  Jiménez Donoso, José","Jiménez Donoso, José"
1463,756,"Donoso, José Jiménez","Jiménez Donoso, José","Donoso, José Jiménez;  Jiménez Donoso, José","Jiménez Donoso, José"
1464,756,"Donoso, José Ximénez","Jiménez Donoso, José","Donoso, José Ximénez;  Jiménez Donoso, José","Jiménez Donoso, José"
1465,756,Jiménez Donoso,"Jiménez Donoso, José","Jiménez Donoso;  Jiménez Donoso, José","Jiménez Donoso, José"
1466,756,"Ximénez Donoso, José (or Josef)","Jiménez Donoso, José","Ximénez Donoso, José (or Josef);  Jiménez Donoso, José","Jiménez Donoso, José"
1467,758,"Ferrán, Adrià (or Adrián, or Adriano)","Ferrán Vallés, Adrià (or Adrián)","Ferrán, Adrià (or Adrián, or Adriano);  Ferrán Vallés, Adrià (or Adrián)","Ferrán Vallés, Adrià (or Adrián)"
1468,758,"Vallés, Adrià Ferrán*","Ferrán Vallés, Adrià (or Adrián)","Vallés, Adrià Ferrán*;  Ferrán Vallés, Adrià (or Adrián)","Ferrán Vallés, Adrià (or Adrián)"
1469,759,"Flores, Antonio","Flórez, Antonio","Flores, Antonio;  Flórez, Antonio","Flórez, Antonio"
1470,759,"Flores, Master","Flórez, Antonio","Flores, Master;  Flórez, Antonio","Flórez, Antonio"
1471,759,"Flórez, Master Antonio","Flórez, Antonio","Flórez, Master Antonio;  Flórez, Antonio","Flórez, Antonio"
142,76,"Alamany, Pere","Alemany, Pere (or Pedro)","Alamany, Pere;  Alemany, Pere (or Pedro)","Alemany, Pere (or Pedro)"
143,76,"Alemán, Pedro (or Pere)","Alemany, Pere (or Pedro)","Alemán, Pedro (or Pere);  Alemany, Pere (or Pedro)","Alemany, Pere (or Pedro)"
144,76,"Alemania, Pedro (or Pere)","Alemany, Pere (or Pedro)","Alemania, Pedro (or Pere);  Alemany, Pere (or Pedro)","Alemany, Pere (or Pedro)"
1472,760,Demeces,"Demeces, M.","Demeces;  Demeces, M.","Demeces, M."
1473,761,"Faber, Jaume","Fabré, Jaume (or Jaime, or Jayme)","Faber, Jaume;  Fabré, Jaume (or Jaime, or Jayme)","Fabré, Jaume (or Jaime, or Jayme)"
1474,761,"Fabrá, Jaime (or Jayme)","Fabré, Jaume (or Jaime, or Jayme)","Fabrá, Jaime (or Jayme);  Fabré, Jaume (or Jaime, or Jayme)","Fabré, Jaume (or Jaime, or Jayme)"
1475,761,"Fabré, Master Jaume","Fabré, Jaume (or Jaime, or Jayme)","Fabré, Master Jaume;  Fabré, Jaume (or Jaime, or Jayme)","Fabré, Jaume (or Jaime, or Jayme)"
1476,764,Bartolomé,"Jaén, Bartolomé (or Bartolomés) de","Bartolomé;  Jaén, Bartolomé (or Bartolomés) de","Jaén, Bartolomé (or Bartolomés) de"
1477,764,"Bartolomé, Master","Jaén, Bartolomé (or Bartolomés) de","Bartolomé, Master;  Jaén, Bartolomé (or Bartolomés) de","Jaén, Bartolomé (or Bartolomés) de"
1478,764,Bartolomé de Jaén,"Jaén, Bartolomé (or Bartolomés) de","Bartolomé de Jaén;  Jaén, Bartolomé (or Bartolomés) de","Jaén, Bartolomé (or Bartolomés) de"
1479,764,Master Bartolomé,"Jaén, Bartolomé (or Bartolomés) de","Master Bartolomé;  Jaén, Bartolomé (or Bartolomés) de","Jaén, Bartolomé (or Bartolomés) de"
1480,766,"Henestrosa, Hernando de","Nestosa, Hernando de la","Henestrosa, Hernando de;  Nestosa, Hernando de la","Nestosa, Hernando de la"
1481,766,Hernando de Lanestosa,"Nestosa, Hernando de la","Hernando de Lanestosa;  Nestosa, Hernando de la","Nestosa, Hernando de la"
1482,766,Hernando de la Nestosa,"Nestosa, Hernando de la","Hernando de la Nestosa;  Nestosa, Hernando de la","Nestosa, Hernando de la"
1483,766,"Hinestrosa, Hernando de","Nestosa, Hernando de la","Hinestrosa, Hernando de;  Nestosa, Hernando de la","Nestosa, Hernando de la"
1484,766,"Inestrosa, Hernando de","Nestosa, Hernando de la","Inestrosa, Hernando de;  Nestosa, Hernando de la","Nestosa, Hernando de la"
1485,766,"Lanestosa, Hernando de","Nestosa, Hernando de la","Lanestosa, Hernando de;  Nestosa, Hernando de la","Nestosa, Hernando de la"
1486,769,"Aldasoro, Julián de Tellaeche*","Tellaeche, Julián de","Aldasoro, Julián de Tellaeche*;  Tellaeche, Julián de","Tellaeche, Julián de"
1487,769,"De Tellaeche, Julián","Tellaeche, Julián de","De Tellaeche, Julián;  Tellaeche, Julián de","Tellaeche, Julián de"
1488,769,Tellaeche,"Tellaeche, Julián de","Tellaeche;  Tellaeche, Julián de","Tellaeche, Julián de"
1489,769,"Tellaeche y Aldasoro, Julián de","Tellaeche, Julián de","Tellaeche y Aldasoro, Julián de;  Tellaeche, Julián de","Tellaeche, Julián de"
145,77,"Alenza, Leonardo","Alenza y Nieto, Leonardo","Alenza, Leonardo;  Alenza y Nieto, Leonardo","Alenza y Nieto, Leonardo"
146,77,"Nieto, Leonardo Alenza y","Alenza y Nieto, Leonardo","Nieto, Leonardo Alenza y;  Alenza y Nieto, Leonardo","Alenza y Nieto, Leonardo"
1490,770,"Albarez, Manuel","Alvarez de la Peña, Manuel Francisco","Albarez, Manuel;  Alvarez de la Peña, Manuel Francisco","Alvarez de la Peña, Manuel Francisco"
1491,770,"Alvarez, Manuel","Alvarez de la Peña, Manuel Francisco","Alvarez, Manuel;  Alvarez de la Peña, Manuel Francisco","Alvarez de la Peña, Manuel Francisco"
1492,770,"Alvarez, Manuel Francisco","Alvarez de la Peña, Manuel Francisco","Alvarez, Manuel Francisco;  Alvarez de la Peña, Manuel Francisco","Alvarez de la Peña, Manuel Francisco"
1493,770,"Griego, El","Alvarez de la Peña, Manuel Francisco","Griego, El;  Alvarez de la Peña, Manuel Francisco","Alvarez de la Peña, Manuel Francisco"
1494,770,"Peña, Manuel Francisco Alvarez de la*","Alvarez de la Peña, Manuel Francisco","Peña, Manuel Francisco Alvarez de la*;  Alvarez de la Peña, Manuel Francisco","Alvarez de la Peña, Manuel Francisco"
1495,771,"Albares, Manuel","Alvarez, Manuel","Albares, Manuel;  Alvarez, Manuel","Alvarez, Manuel"
1496,772,Master Mateo,"Mateo, Master","Master Mateo;  Mateo, Master","Mateo, Master"
1497,772,Mateo,"Mateo, Master","Mateo;  Mateo, Master","Mateo, Master"
1498,772,Matheus,"Mateo, Master","Matheus;  Mateo, Master","Mateo, Master"
1499,772,"Matthew, Master","Mateo, Master","Matthew, Master;  Mateo, Master","Mateo, Master"
1500,773,"Mariano de Pavia, Baltasar","Mariano, Baltasar","Mariano de Pavia, Baltasar;  Mariano, Baltasar","Mariano, Baltasar"
1501,773,"Pavia, Baltasar Mariano de*","Mariano, Baltasar","Pavia, Baltasar Mariano de*;  Mariano, Baltasar","Mariano, Baltasar"
1502,774,"Martínez, Ginés","Martínez de Salazar, Ginés","Martínez, Ginés;  Martínez de Salazar, Ginés","Martínez de Salazar, Ginés"
1503,774,"Martínez, Ginez","Martínez de Salazar, Ginés","Martínez, Ginez;  Martínez de Salazar, Ginés","Martínez de Salazar, Ginés"
1504,774,"Martínez Aranda, G.","Martínez de Salazar, Ginés","Martínez Aranda, G.;  Martínez de Salazar, Ginés","Martínez de Salazar, Ginés"
