RN,WNAM,,LCN,FRESCOSH,BDATN,BQN,BQEN,BDQN,DDATN,DQN,DQEN,DDQN,OPRN,OQN,OOQN,WDATES,SDATN,SDAT2N,CENN,CNUMN,SCHN,NSCHP,CLNON,MEDN,NBN,UDATN,FEM,CLN,UNCLN,SUPN,STAMPN,UPN,teaser,SORTNAME,FirstLetter,SEARCH,alts,holdings,bestname,,recid,notes,earliestdate,latestdate,latest,earliest,problem,teasterweb,event,more,teasterweb2,,,
4419,"Revenga, María",,,,1901,n.,,n.1901,,,,,1974,exh.,exh.1974,n.1901-exh.1974,1901,1901,,,,Spanish,800,,,,y,,,,DOI |D 1994 09 27 |T 11:52:37,DOI |D 1994 09 27 |T 11:52:37,,"Revenga, María",R,"Revenga, María Revenga Sancho, María","Revenga Sancho, María",,"Revenga, María",,4221,,1901,1974,1974,1901,,,"<event start='1901' end='1974' isDuration='true' title='Revenga, María' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1901-exh.1974  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4221'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4221'&gt;more...&lt;/a&gt;,n.1901-exh.1974,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4221,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4221</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5357,"Revilla, Teodora",,,,,,,,,,,,1866,exh.,exh.1866,exh.1866,1866,1866,,,Santander,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 12:50:09,CDEA |D 1994 11 14 |T 12:50:09,,"Revilla, Teodora",R,"Revilla, Teodora ",,,"Revilla, Teodora",,4222,Santander. ,1866,1866,1866,1866,,,"<event start='1866' end='1866' isDuration='true' title='Revilla, Teodora' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1866; Santander  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4222'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4222'&gt;more...&lt;/a&gt;,exh.1866; Santander,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4222,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4222</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5359,"Riera, María","riera, maría2",,,,,,,,,,,1804-op.1837,exh.,exh.a.1804-op.1837,exh.a.1804-op.1837,1804,1804,,,Balearic Islands,Spanish,800,Miniaturist,"Donot confuse with Maria Riera, exh.1910-1911.",,Y,,,,CDEA |D 1994 11 14 |T 12:58:02,CDEA |D 1994 11 14 |T 12:58:02,"Donot confuse with Maria Riera, exh.1910-1911...","riera, maría2",R,"Riera, María ",,,"Riera, María",,4268,"Balearic Islands. Donot confuse with Maria Riera, exh.1910-1911.",1804,1837,1837,1804,,"Donot confuse with Maria Riera, exh.1910-1911... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=4268'&gt;more...&lt;/a&gt;","<event start='1804' end='1837' isDuration='true' title='Riera, María' classname='Miniaturist' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.a.1804-op.1837; Miniaturist; Balearic Islands  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4268'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4268'&gt;more...&lt;/a&gt;,exh.a.1804-op.1837; Miniaturist; Balearic Islands,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4268,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4268</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5360,"Riera, Maria",,,,,,,,,,,,1910-1911,exh.,exh.1910-1911,exh.1910-1911,1910,1910,,,Barcelona,Spanish,800,,"Do not confuse with María Riera, exh.a.1804-op.1837.",,Y,,,,CDEA |D 1994 11 14 |T 13:00:16,CDEA |D 1994 11 14 |T 13:00:16,"Do not confuse with María Riera, exh.a.1804-op.1837...","Riera, Maria",R,"Riera, Maria ",,,"Riera, Maria",,4269,"Barcelona. Do not confuse with María Riera, exh.a.1804-op.1837.",1910,1911,1911,1910,,"Do not confuse with María Riera, exh.a.1804-op.1837... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=4269'&gt;more...&lt;/a&gt;","<event start='1910' end='1911' isDuration='true' title='Riera, Maria' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1910-1911; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4269'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4269'&gt;more...&lt;/a&gt;,exh.1910-1911; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4269,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4269</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5361,"Risueño Rodrigo, Anna (or Agna)",,,,1897,n.,,n.1897,,,,,1923,exh.,exh.1923,n.1897-exh.1923,1897,1897,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 13:04:15,CDEA |D 1994 11 14 |T 13:04:15,,"Risueño Rodrigo, Anna (or Agna)",R,"Risueño Rodrigo, Anna (or Agna) Rodrigo, Anna Risueño*","Rodrigo, Anna Risueño*",,"Risueño Rodrigo, Anna (or Agna)",,4289,Barcelona. ,1897,1923,1923,1897,,,"<event start='1897' end='1923' isDuration='true' title='Risueño Rodrigo, Anna (or Agna)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1897-exh.1923; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4289'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4289'&gt;more...&lt;/a&gt;,n.1897-exh.1923; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4289,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4289</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5362,"Riu Sanuy, Francisca",,,,,,,,,,,,1910,exh.,exh.1910,exh.1910,1910,1910,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 13:06:20,CDEA |D 1994 11 14 |T 13:06:20,,"Riu Sanuy, Francisca",R,"Riu Sanuy, Francisca Sanuy, Francisca Riu*","Sanuy, Francisca Riu*",,"Riu Sanuy, Francisca",,4292,Barcelona. ,1910,1910,1910,1910,,,"<event start='1910' end='1910' isDuration='true' title='Riu Sanuy, Francisca' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1910; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4292'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4292'&gt;more...&lt;/a&gt;,exh.1910; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4292,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4292</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5363,"Rius Sanny, Francisca",,,,1891,,,1891,1967,,,1967,,,,1891-1967,1891,1891,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 13:08:28,CDEA |D 1994 11 14 |T 13:08:28,,"Rius Sanny, Francisca",R,"Rius Sanny, Francisca Rius Sanuy, Francisca","Rius Sanuy, Francisca",,"Rius Sanny, Francisca",,4293,Barcelona. ,1891,1967,1967,1891,,,"<event start='1891' end='1967' isDuration='true' title='Rius Sanny, Francisca' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1891-1967; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4293'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4293'&gt;more...&lt;/a&gt;,1891-1967; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4293,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4293</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
3101,"Riva de Muñoz, María Luisa de la","riva munoz, maria luisa de",,,1865,,,1865,1926,,,1926,,,,1865-1926,1865,1865,,,Saragossa,Spanish,800,,,,y,,,1,IR |D 1994 01 28 |T 10:57:29,MLH |D 1998 10 01 |T 12:50:09,,"riva munoz, maria luisa de",R,"Riva de Muñoz, María Luisa de la Callol de Muñoz, María Luisa de la Riva*","Callol de Muñoz, María Luisa de la Riva*",1,"Riva de Muñoz, María Luisa de la",,4296,Saragossa. ,1865,1926,1926,1865,,,"<event start='1865' end='1926' isDuration='true' title='Riva de Muñoz, María Luisa de la' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1865-1926; Saragossa  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4296'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4296'&gt;more...&lt;/a&gt;,1865-1926; Saragossa,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4296,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4296</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5364,"Riva, Irene de la",,,,,,,,,,,,1920,exh.,exh.1920,exh.1920,1920,1920,,,Madrid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 13:12:37,CDEA |D 1994 11 14 |T 13:12:37,,"Riva, Irene de la",R,"Riva, Irene de la ",,,"Riva, Irene de la",,4297,Madrid. ,1920,1920,1920,1920,,,"<event start='1920' end='1920' isDuration='true' title='Riva, Irene de la' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1920; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4297'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4297'&gt;more...&lt;/a&gt;,exh.1920; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4297,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4297</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5365,"Roca, Dolors (or Dolores)",,,,,,,,,,,,1928,exh.,exh.1928,exh.1928,1928,1928,,,Catalonia,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:13:53,CDEA |D 1994 11 14 |T 15:13:53,,"Roca, Dolors (or Dolores)",R,"Roca, Dolors (or Dolores) ",,,"Roca, Dolors (or Dolores)",,4312,Catalonia. ,1928,1928,1928,1928,,,"<event start='1928' end='1928' isDuration='true' title='Roca, Dolors (or Dolores)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1928; Catalonia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4312'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4312'&gt;more...&lt;/a&gt;,exh.1928; Catalonia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4312,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4312</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5366,"Rocafull, Enriqueta",,,,,,,,,,,,1879,exh.,exh.1879,exh.1879,1879,1879,,,Cádiz,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:16:38,CDEA |D 1994 11 14 |T 15:16:38,,"Rocafull, Enriqueta",R,"Rocafull, Enriqueta ",,,"Rocafull, Enriqueta",,4313,Cádiz. ,1879,1879,1879,1879,,,"<event start='1879' end='1879' isDuration='true' title='Rocafull, Enriqueta' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1879; Cádiz  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4313'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4313'&gt;more...&lt;/a&gt;,exh.1879; Cádiz,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4313,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4313</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5499,"Rodero y Gregory, Francisca",,,,,,,,,,,,1897,exh.,exh.1897,exh.1897,1897,1897,,,Madrid,Spanish,800,,,,Y,,,,CDEA |D 1994 12 05 |T 13:25:29,CDEA |D 1994 12 05 |T 13:25:29,,"Rodero y Gregory, Francisca",R,"Rodero y Gregory, Francisca Gregory, Francisca Rodero*","Gregory, Francisca Rodero*",,"Rodero y Gregory, Francisca",,4319,Madrid. ,1897,1897,1897,1897,,,"<event start='1897' end='1897' isDuration='true' title='Rodero y Gregory, Francisca' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1897; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4319'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4319'&gt;more...&lt;/a&gt;,exh.1897; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4319,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4319</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5500,"Rodrigo y Medina, María Luisa",,,,,,,,,,,,1887,exh.,exh.1887,exh.1887,1887,1887,,,Valencia,Spanish,800,,,,Y,,,,CDEA |D 1994 12 05 |T 13:37:12,CDEA |D 1994 12 05 |T 13:37:12,,"Rodrigo y Medina, María Luisa",R,"Rodrigo y Medina, María Luisa Medina, María Luisa Rodrigo*","Medina, María Luisa Rodrigo*",,"Rodrigo y Medina, María Luisa",,4322,Valencia. ,1887,1887,1887,1887,,,"<event start='1887' end='1887' isDuration='true' title='Rodrigo y Medina, María Luisa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1887; Valencia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4322'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4322'&gt;more...&lt;/a&gt;,exh.1887; Valencia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4322,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4322</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5373,"Rodríguez de Rivera y Apezteguía, María",,,,,,,,,,,,1890-1903,exh.,exh.1890-1903,exh.1890-1903,1890,1890,,,Madrid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:47:24,CDEA |D 1994 11 14 |T 15:47:24,,"Rodríguez de Rivera y Apezteguía, María",R,"Rodríguez de Rivera y Apezteguía, María Apezteguía, María Rodríguez de Rivera*","Apezteguía, María Rodríguez de Rivera*",,"Rodríguez de Rivera y Apezteguía, María",,4335,Madrid. ,1890,1903,1903,1890,,,"<event start='1890' end='1903' isDuration='true' title='Rodríguez de Rivera y Apezteguía, María' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1890-1903; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4335'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4335'&gt;more...&lt;/a&gt;,exh.1890-1903; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4335,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4335</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5375,"Rodríguez de Toro, Luisa",,,,,,,,,,,,1856-1860,exh.,exh.1856-1860,exh.1856-1860,1856,1856,,,Madrid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:53:23,CDEA |D 1994 11 14 |T 15:53:23,,"Rodríguez de Toro, Luisa",R,"Rodríguez de Toro, Luisa Toro, Luisa Rodríguez de*","Toro, Luisa Rodríguez de*",,"Rodríguez de Toro, Luisa",,4338,Madrid. ,1856,1860,1860,1856,,,"<event start='1856' end='1860' isDuration='true' title='Rodríguez de Toro, Luisa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1856-1860; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4338'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4338'&gt;more...&lt;/a&gt;,exh.1856-1860; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4338,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4338</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5370,"Rodríguez, Dolores",,,,,,,,,,,,1875-1901,exh.,exh.1875-1901,exh.1875-1901,1875,1875,,,Santiago de Compostela,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:26:49,CDEA |D 1994 11 14 |T 15:26:49,,"Rodríguez, Dolores",R,"Rodríguez, Dolores ",,,"Rodríguez, Dolores",,4353,Santiago de Compostela. ,1875,1901,1901,1875,,,"<event start='1875' end='1901' isDuration='true' title='Rodríguez, Dolores' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1875-1901; Santiago de Compostela  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4353'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4353'&gt;more...&lt;/a&gt;,exh.1875-1901; Santiago de Compostela,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4353,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4353</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5371,"Rodríguez, Elvira",,,,,,,,,,,,1906,exh.,exh.1906,exh.1906,1906,1906,,,Madrid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:28:06,CDEA |D 1994 11 14 |T 15:28:06,,"Rodríguez, Elvira",R,"Rodríguez, Elvira ",,,"Rodríguez, Elvira",,4354,Madrid. ,1906,1906,1906,1906,,,"<event start='1906' end='1906' isDuration='true' title='Rodríguez, Elvira' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1906; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4354'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4354'&gt;more...&lt;/a&gt;,exh.1906; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4354,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4354</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
5372,"Rodríguez, María",,,,,,,,,,,,1882-1901,exh.,exh.1882-1901,exh.1882-1901,1882,1882,,,Cádiz,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:29:46,CDEA |D 1994 11 14 |T 15:29:46,,"Rodríguez, María",R,"Rodríguez, María ",,,"Rodríguez, María",,4358,Cádiz. ,1882,1901,1901,1882,,,"<event start='1882' end='1901' isDuration='true' title='Rodríguez, María' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1882-1901; Cádiz  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4358'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4358'&gt;more...&lt;/a&gt;,exh.1882-1901; Cádiz,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4358,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4358</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
2645,"Roldán, Luisa",,"Roldán, Luisa Ignacia (1656-1704)",,1654,n.,,n.1654,1704,m.c.,,m.c.1704,,,,n.1654-m.c.1704,1654,1654,,,Andalusia,Spanish,800,Sculptor,,,y,,,17,BLR |D 1993 04 20 |T 13:36:53,MLH |D 1997 03 19 |T 12:36:33,,"Roldán, Luisa",R,"Roldán, Luisa La Roldana",La Roldana,17,"Roldán, Luisa Ignacia (1656-1704)",,4382,Andalusia. ,1654,1704,1704,1654,,,"<event start='1654' end='1704' isDuration='true' title='Roldán, Luisa' classname='Sculptor' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1654-m.c.1704; Sculptor; Andalusia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4382'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4382'&gt;more...&lt;/a&gt;,n.1654-m.c.1704; Sculptor; Andalusia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4382,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4382</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
3423,"Romero de Robles Paro, Encarnación",,,,,,,,,,,,1895,exh.,exh.1895,exh.1895,1895,1895,,,Granada,Spanish,800,,,,Y,,,,CDEA |D 1994 11 14 |T 15:58:05,CDEA |D 1994 11 14 |T 15:58:05,,"Romero de Robles Paro, Encarnación",R,"Romero de Robles Paro, Encarnación Robles Paro, Encarnación Romero de*","Robles Paro, Encarnación Romero de*",,"Romero de Robles Paro, Encarnación",,4389,Granada. ,1895,1895,1895,1895,,,"<event start='1895' end='1895' isDuration='true' title='Romero de Robles Paro, Encarnación' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1895; Granada  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4389'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=4389'&gt;more...&lt;/a&gt;,exh.1895; Granada,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4389,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=4389</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,
